nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0941280	Cornell Woolrich	1903	1968	writer	tt0047396,tt0042046,tt0218922,tt0105994
nm0941314	Linda Woolverton	1952	\N	writer,miscellaneous,producer	tt2771200,tt1587310,tt0101414,tt0110357
nm0942367	Edgar Wright	1974	\N	director,writer,actor	tt1213663,tt0446029,tt0365748,tt3890160
nm0942504	Joe Wright	1972	\N	director,producer,miscellaneous	tt0783233,tt0414387,tt4555426,tt0993842
nm0942723	Ralph Wright	1908	1983	writer,actor,animation_department	tt0076363,tt0048280,tt0050837,tt0053285
nm0943758	William Wyler	1902	1981	director,producer,actor	tt0036868,tt0046250,tt0051411,tt0052618
nm0944892	Kevin Yagher	1962	\N	make_up_department,special_effects,miscellaneous	tt0101452,tt0119094,tt0339291,tt0162661
nm0945026	Boaz Yakin	1966	\N	writer,director,producer	tt0109842,tt1079980,tt3369806,tt0210945
nm0946734	David Yates	1963	\N	director,producer,writer	tt0918940,tt0926084,tt1201607,tt0373889
nm0946817	Richard Yates	1926	1992	writer	tt0914702,tt1235533,tt0959337,tt0064110
nm0947395	Bennett Yellin	1959	\N	miscellaneous,writer,actor	tt0109686,tt0338466,tt2096672,tt0329028
nm0948159	Wilson Yip	\N	\N	director,actor,writer	tt1386932,tt2888046,tt1220719,tt0478024
nm0950775	Jennifer Yuh Nelson	1972	\N	art_department,animation_department,director	tt0441773,tt4073790,tt1302011,tt0118475
nm0951135	Cathy Yuspa	1971	\N	producer,writer,music_department	tt0165581,tt0337563,tt0759475,tt0207201
nm0951698	Justin Zackham	\N	\N	writer,producer,director	tt0825232,tt1196956,tt1379690,tt2126357
nm0956022	Claude Zidi	1934	\N	writer,director,camera_department	tt0111503,tt0133385,tt0095008,tt0088002
nm0957003	John Zinman	\N	\N	producer,writer,director	tt1800302,tt0758745,tt0146316,tt0799862
nm0957772	Rob Zombie	1965	\N	soundtrack,director,actor	tt0395584,tt0251736,tt0373883,tt1731697
nm0958387	Jerry Zucker	1950	\N	producer,writer,director	tt0088286,tt0119738,tt0099653,tt0080339
nm0959003	Stefan Zweig	1881	1942	writer,soundtrack	tt0030418,tt0040536,tt2278388,tt7972350
nm0961827	Vanessa Taylor	\N	\N	producer,writer	tt0285333,tt1840309,tt5580390,tt0944947
nm0962596	Pamela Ribon	1975	\N	writer,producer,actress	tt3521164,tt2458776,tt5848272,tt0898332
nm0962729	Brian Taylor	\N	\N	writer,producer,director	tt2452242,tt5462326,tt1121931,tt0479884
nm0963359	Jane Goldman	1970	\N	producer,writer	tt2802144,tt1250777,tt0486655,tt1596365
nm0969162	James Fujii	\N	\N	animation_department,art_department,visual_effects	tt0103639,tt0116583,tt0097757,tt0120794
nm0970447	Conrad Vernon	1968	\N	actor,producer,animation_department	tt0298148,tt0126029,tt1700841,tt0892782
nm0970606	Cody Cameron	1970	\N	actor,miscellaneous,director	tt0413267,tt0126029,tt0298148,tt1985966
nm0972040	Pamela Pettler	\N	\N	writer,producer,miscellaneous	tt0472033,tt0385880,tt0121164,tt0346222
nm0973233	Marc Guggenheim	1970	\N	producer,writer,miscellaneous	tt1133985,tt1734135,tt4532368,tt2193021
nm0974301	Katie Ford	\N	\N	writer,producer,miscellaneous	tt0410975,tt1591468,tt1073510,tt0212346
nm0991245	Danny Wallace	1976	\N	writer,actor,producer	tt1068680,tt2252348,tt4332798,tt2175563
nm0991423	Mark Perez	\N	\N	writer,producer,director	tt0400497,tt2704998,tt0384793,tt9702444
nm0998551	John Sanford	\N	\N	director,art_department,writer	tt0230011,tt0120762,tt0275847,tt0116583
nm1000113	Etan Cohen	1974	\N	writer,producer,director	tt0387808,tt0479952,tt1409024,tt1255919
nm1000858	Lori Forte	\N	\N	producer,writer	tt0268380,tt0438097,tt0848537,tt3411444
nm1002424	Michael Dougherty	1974	\N	writer,director,actor	tt0290334,tt0348150,tt3850590,tt0862856
nm1003839	Dan Sterling	\N	\N	producer,writer,miscellaneous	tt0821375,tt2139881,tt1723816,tt0460654
nm1005420	Ashley Miller	1971	\N	miscellaneous,producer,writer	tt0800369,tt1270798,tt2375692,tt1119644
nm1010405	Nick Schenk	\N	\N	writer,producer,actor	tt0288370,tt2707408,tt1872194,tt1205489
nm1010540	Terence Winter	1960	\N	producer,writer,actor	tt0141842,tt0430308,tt0993846,tt0979432
nm1012385	Roar Uthaug	1973	\N	director,writer,assistant_director	tt2076850,tt0808276,tt3616916,tt1365519
nm1012501	Rupert Wyatt	1972	\N	producer,director,writer	tt2039393,tt0961728,tt5968394,tt1318514
nm1014201	Rhett Reese	\N	\N	writer,producer,miscellaneous	tt1156398,tt5463162,tt1431045,tt8106534
nm1016333	David Farr	1969	\N	actor	tt4126438,tt0993842,tt6932244,tt1399664
nm1016428	James Marsh	1963	\N	director,producer,writer	tt0210389,tt2980516,tt1770734,tt0396688
nm1017488	Charles Randolph	\N	\N	writer,producer,executive	tt0373926,tt0289992,tt1596363,tt0758752
nm1019583	David P. Smith	1968	\N	actor,art_department,writer	tt0175058,tt0115157,tt5021206,tt0307453
nm1020896	Glenn Gers	\N	\N	miscellaneous,writer,director	tt0488120,tt0830535,tt0949325,tt7441032
nm1024677	John Krasinski	1979	\N	actor,producer,soundtrack	tt6644200,tt0491152,tt1230414,tt0386676
nm1026778	Brad Furman	\N	\N	director,producer,writer	tt6270732,tt1189340,tt1355631,tt2677722
nm1031176	Kelly Masterson	\N	\N	writer,producer	tt2815030,tt1706620,tt1361318,tt0292963
nm1034122	Michael Lewis	1960	\N	writer	tt1596363,tt1210166,tt0878804,tt3657682
nm1037221	Sergio G. Sánchez	1973	\N	writer,director,producer	tt1649419,tt0295843,tt5886440,tt0464141
nm1040556	Jon Krakauer	1954	\N	camera_department,writer,producer	tt0206501,tt1998372,tt0758758,tt10613502
nm1047021	Caspian Tredwell-Owen	\N	\N	writer,director	tt0294357,tt4922966,tt2387543,tt0399201
nm1047603	Jerry Robinson	1922	2011	writer,miscellaneous,art_department	tt0468569,tt7286456,tt7165358,tt8656622
nm1049433	Lenny Abrahamson	1966	\N	director,producer,writer	tt0419420,tt3170832,tt0878674,tt1605717
nm1053530	Tom Ford	1961	\N	director,producer,writer	tt0830515,tt0196229,tt1315981,tt4550098
nm1056741	Suzanne Collins	1962	\N	writer,miscellaneous,producer	tt1392170,tt1951266,tt1951264,tt1951265
nm1061002	Andre Fabrizio	\N	\N	writer,miscellaneous,producer	tt1085492,tt2126355,tt1464219,tt3480796
nm1061091	Josh Campbell	\N	\N	writer,editorial_department,editor	tt1179933,tt0159273,tt0311429,tt0187738
nm1061362	David S. Smith	\N	\N	art_department,animation_department,visual_effects	tt0103639,tt0268397,tt0848537,tt0112642
nm1064048	Nikolaj Arcel	1972	\N	writer,director,miscellaneous	tt1276419,tt1132620,tt0378215,tt1648190
nm1065452	Rasmus Heisterberg	1974	\N	writer,script_department,miscellaneous	tt1276419,tt1132620,tt4854126,tt0378215
nm1065785	Tony Kushner	1956	\N	writer,soundtrack,actor	tt0318997,tt0408306,tt2671706,tt0443272
nm1072409	Lee Eisenberg	\N	\N	producer,writer,miscellaneous	tt1045778,tt0386676,tt1284575,tt7343762
nm1073262	Tamara Lusher	1968	\N	animation_department,art_department,miscellaneous	tt0110357,tt3411444,tt0101414,tt0119282
nm1074879	Kellie D. Lewis	\N	\N	animation_department,writer,visual_effects	tt0275847,tt0110357,tt0780521,tt0103639
nm1079460	Herb Trimpe	1939	2015	writer,miscellaneous,art_department	tt1764479,tt3699928,tt2473150
nm1079776	George Nolfi	\N	\N	writer,producer,director	tt2106651,tt0443632,tt0440963,tt1385826
nm1080440	Rob Cotterill	1971	\N	assistant_director,producer,actor	tt0462322,tt7984734,tt1640459,tt2450186
nm1083540	Jason Stone	1981	\N	director,producer,writer	tt1389379,tt5994166,tt1245492,tt1666335
nm1083982	Andy Weir	1972	\N	writer,producer,miscellaneous	tt6857180,tt5737860,tt11343828,tt3659388
nm1087952	Dan Hageman	\N	\N	writer,producer,miscellaneous	tt3387520,tt1490017,tt0837562,tt1734135
nm1093317	E.L. James	1963	\N	miscellaneous,producer,writer	tt4465564,tt0398427,tt4477536,tt2322441
nm1095804	Peter Chiarelli	1974	\N	writer,producer	tt1041829,tt1059786,tt3104988,tt3110958
nm1098479	Justin Marks	\N	\N	writer,producer,miscellaneous	tt0332375,tt4643084,tt3040964,tt1695846
nm1098493	Rawson Marshall Thurber	1975	\N	director,writer,producer	tt1282140,tt0364725,tt1723121,tt5758778
nm1103162	Tim Story	1970	\N	producer,director,actor	tt0303714,tt0120667,tt1621045,tt0316732
nm1104057	Adam F. Goldberg	1976	\N	producer,writer,actor	tt6546758,tt0409904,tt0489049,tt2712740
nm1116660	Paul Wernick	\N	\N	producer,writer,director	tt1156398,tt1431045,tt5463162,tt8106534
nm1119880	Colin Trevorrow	1976	\N	writer,producer,director	tt4881806,tt0369610,tt1862079,tt2527338
nm1121389	Joel H. Cohen	\N	\N	producer,writer,miscellaneous	tt4218824,tt0096697,tt1885560,tt0462538
nm1125275	David Benioff	1970	\N	writer,producer,director	tt0419887,tt0944947,tt0307901,tt1025100
nm1127221	Stan Redding	\N	\N	writer	tt0264464
nm1129905	Billy Frolick	1959	\N	writer,director	tt6269658,tt2226178,tt0351283,tt0309722
nm1130251	Bráulio Mantovani	\N	\N	writer,producer,miscellaneous	tt0317248,tt0861739,tt0857355,tt1555149
nm1134029	Garth Jennings	1972	\N	director,actor,writer	tt0371724,tt10276792,tt0845046,tt3470600
nm1135423	Darren Lynn Bousman	1979	\N	director,producer,writer	tt0432348,tt0963194,tt4163020,tt1480285
nm1136647	Doug Jung	\N	\N	writer,producer,actor	tt0310910,tt1319636,tt2548396,tt2660888
nm1139726	Neil Burger	1963	\N	director,writer,producer	tt0308411,tt1987680,tt0443543,tt1840309
nm1140275	Steven Knight	1959	\N	writer,producer,director	tt2692904,tt2442560,tt0301199,tt0765443
nm1140640	Patrick O'Brian	1914	2000	writer	tt1578606,tt0149540,tt0311113
nm1150145	Jamie Moss	\N	\N	actor,writer,producer	tt0421073,tt4143092,tt1219827
nm1154886	Galen T. Chu	\N	\N	animation_department,director,writer	tt1080016,tt3416828,tt0358082,tt0268380
nm1156984	Kevin Hageman	1974	\N	writer,producer,actor	tt1734135,tt0837562,tt1490017,tt0132347
nm1157527	Andrew Jay Cohen	\N	\N	writer,producer,director	tt2823054,tt4438848,tt4481514,tt2004420
nm1157545	Xeth Feinberg	1960	\N	animation_department,director,sound_department	tt0268380,tt2845342,tt2380303,tt0358082
nm1158544	Jared Bush	1974	\N	writer,miscellaneous,producer	tt2948356,tt3521164,tt0161081,tt0362404
nm1164861	Seth Gordon	\N	\N	producer,miscellaneous,director	tt0384286,tt2120120,tt0923752,tt1152822
nm1168510	Diana Wynne Jones	1934	2011	writer	tt0347149,tt0315647
nm1172196	Robert Graysmith	1942	\N	miscellaneous,writer	tt0913306,tt0443706,tt1560206,tt0298744
nm1172727	Corey May	\N	\N	writer,producer,script_department	tt1201133,tt2175563,tt2842418,tt1699759
nm1173295	Matthew Stuecken	\N	\N	writer,producer,miscellaneous	tt1046173,tt0318766,tt0859163,tt1179933
nm1174251	Daniel Espinosa	1977	\N	director,producer,writer	tt1599348,tt1291652,tt1014763,tt5442430
nm1174529	Walter Kirn	\N	\N	actor,writer	tt0318761,tt1193138,tt4465220,tt4690816
nm1176676	Kurt Sutter	1960	\N	writer,producer,actor	tt4218618,tt1124373,tt0286486,tt1798684
nm1180620	Daniel Wallace	\N	\N	writer,director,actor	tt1766182,tt3973160,tt5344152,tt0319061
nm1183854	David Berenbaum	\N	\N	writer,actor	tt0338094,tt0416236,tt0383060,tt0319343
nm1184258	William Monahan	1960	\N	writer,producer,director	tt1213648,tt0320661,tt0407887,tt0758774
nm1185849	Solomon Northup	1808	1863	writer	tt2024544,tt0176357
nm1186373	Adam Sztykiel	\N	\N	writer,producer,actor	tt2231461,tt1231583,tt2788780,tt0866439
nm1189346	Gardner Fox	1911	1986	writer,miscellaneous,art_department	tt1641384,tt1482977,tt5419200,tt0974015
nm1191481	Leigh Whannell	1977	\N	actor,writer,producer	tt1591095,tt6499752,tt3195644,tt0387564
nm1195697	Kiel Murray	\N	\N	writer,miscellaneous,director	tt1520978,tt3623618,tt0317219,tt3606752
nm1198436	Phil Lorin	\N	\N	writer,director,actor	tt3623618,tt0317219,tt1520978,tt0323950
nm1206844	Drew Goddard	1975	\N	producer,writer,miscellaneous	tt3659388,tt6628394,tt1259521,tt0411008
nm1212017	Garth Ennis	1970	\N	writer,producer,director	tt6710464,tt0360486,tt5016504,tt1190634
nm1212331	Dennis Lehane	1965	\N	writer,producer,actor	tt1600196,tt0327056,tt2361317,tt1130884
nm1213974	Stuart Sender	\N	\N	producer,director,writer	tt1606389,tt9046548,tt0316013,tt9046556
nm1215164	Doug Miro	\N	\N	writer,producer	tt0815245,tt0963966,tt2034800,tt2707408
nm1216189	Court Crandall	\N	\N	writer,director	tt1967689,tt0302886,tt0474865
nm1216642	Cully Hamner	1969	\N	writer,animation_department,art_department	tt1124308,tt0113749,tt1245526,tt1821694
nm1218281	Jon Watts	1981	\N	director,producer,writer	tt0203119,tt2250912,tt3813310,tt1717499
nm1219736	Craig Kyle	1971	\N	writer,producer,miscellaneous	tt0800369,tt3501632,tt0800080,tt0371746
nm1226871	Wes Ball	1980	\N	art_department,visual_effects,director	tt11389872,tt4500922,tt4046784,tt1790864
nm1236653	Christopher L. Yost	1973	\N	writer,miscellaneous,producer	tt3501632,tt0837143,tt1981115,tt8111088
nm1243905	Michael Gracey	\N	\N	visual_effects,director,producer	tt4907198,tt2066051,tt1566638,tt1485796
nm1244808	Justin Haythe	\N	\N	writer,producer	tt0959337,tt4731136,tt0882977,tt1210819
nm1249684	Jeff Rendell	\N	\N	actor,writer	tt0303816,tt8418214,tt0462322
nm1258965	Craig Borten	\N	\N	writer,actor,producer	tt8750570,tt0790636,tt2006295
nm1267492	Nathan Alexander	\N	\N	producer,writer,miscellaneous	tt0985699,tt0202677,tt8888168,tt1289417
nm1271884	Kathy Greenberg	\N	\N	writer,producer,miscellaneous	tt5212822,tt0382932,tt0377981,tt0330251
nm1273099	Erik Sommers	\N	\N	producer,writer,miscellaneous	tt2283362,tt2250912,tt6320628,tt5095030
nm1273148	Alec Sulkin	1973	\N	actor,producer,writer	tt2557490,tt1637725,tt2637276,tt0182576
nm1273397	Wellesley Wild	1972	\N	producer,writer,actor	tt1637725,tt0182576,tt2637276,tt2557490
nm1274516	Daniel Handler	1970	\N	writer,producer,actor	tt0365407,tt4834206,tt2169018,tt0339291
nm1274593	Chris Webb	\N	\N	writer,miscellaneous,actor	tt0108755,tt0108988,tt0120363,tt0331380
nm1274594	Ehud Yonay	\N	\N	writer,talent_agent	tt0092099
nm1277476	Walter Simonson	1946	\N	writer,art_department,actor	tt1981115,tt2620204,tt0268583,tt2967308
nm1286060	Chase Palmer	\N	\N	writer,producer,director	tt4426164,tt0138704,tt1396484,tt0344105
nm1286500	George Wing	\N	\N	writer,producer	tt0343660,tt0425326,tt1593756,tt7309654
nm1290582	Michael B. Gordon	1976	\N	writer,miscellaneous	tt1046173,tt0416449,tt5027934,tt1103173
nm1291105	J.A. Bayona	1975	\N	director,producer,writer	tt1649419,tt0464141,tt4881806,tt3416532
nm1293367	Larry Lieber	1931	\N	writer,miscellaneous	tt4154796,tt0478970,tt0371746,tt3501632
nm1294036	Nima Nourizadeh	1977	\N	director,editor	tt5563306,tt3316948,tt2388655,tt1636826
nm1294961	Michael Spierig	\N	\N	director,writer,visual_effects	tt0339840,tt0433362,tt2397535,tt1072748
nm1294962	Peter Spierig	\N	\N	director,writer,composer	tt2397535,tt0339840,tt1072748,tt0433362
nm1302591	Michael Sucsy	1973	\N	director,writer,miscellaneous	tt0758751,tt1606389
nm1304148	C.C. Beck	1910	1989	writer,art_department	tt6443346,tt1701223,tt1696202,tt0448115
nm1318843	Mark Fergus	\N	\N	writer,producer,director	tt0371746,tt3230854,tt0409847,tt0206634
nm1319490	Bill Marsilii	1962	\N	writer,producer,director	tt1674770,tt0475311,tt6215290,tt0453467
nm1319757	Hawk Ostby	\N	\N	writer,producer	tt0206634,tt0371746,tt0409847,tt3230854
nm1321655	Christopher Markus	\N	\N	writer,producer,actor	tt4154796,tt3498820,tt0458339,tt4154756
nm1321656	Stephen McFeely	\N	\N	writer,producer,actor	tt4154796,tt4154756,tt3498820,tt0458339
nm1325419	Kristen Wiig	1973	\N	actress,soundtrack,producer	tt1478338,tt1608290,tt1571249,tt0359950
nm1334526	Simon Kinberg	1973	\N	producer,writer,director	tt6565702,tt3659388,tt1502712,tt3315342
nm1340000	Juliet Snowden	\N	\N	writer,producer,director	tt1204977,tt2126304,tt0431021,tt0448011
nm1341735	David Magee	1962	\N	writer	tt0454876,tt0970468,tt0308644,tt5028340
nm1348210	John Romita Jr.	1956	\N	writer,producer,art_department	tt1441105,tt1650554,tt1250777,tt1683052
nm1349376	Francis Lawrence	1971	\N	director,producer,writer	tt1951264,tt0480249,tt0360486,tt1951266
nm1349522	Jonathan Levine	\N	\N	writer,director,producer	tt2139881,tt1082886,tt2334871,tt1306980
nm1349818	Anna Boden	1979	\N	director,writer,editor	tt0468489,tt0990413,tt0804497,tt4154664
nm1358355	Kevin Bisch	\N	\N	writer,assistant_director,producer	tt1473781,tt0386588,tt2233356,tt1528868
nm1362432	Jérôme Salle	1971	\N	writer,director,producer	tt1243957,tt1659619,tt2249221,tt0411118
nm1367409	Joon-hyung Lim	\N	\N	writer	tt0364569
nm1369364	Jo-yun Hwang	\N	\N	writer	tt5729348,tt0364569,tt2290840,tt0479697
nm1375358	Jon Hurwitz	1977	\N	producer,writer,director	tt2531344,tt0366551,tt7221388,tt1605630
nm1376383	Hayden Schlossberg	1978	\N	writer,producer,director	tt1268799,tt0366551,tt7221388,tt0481536
nm1378206	Vincent Ngo	\N	\N	writer,producer	tt0338768,tt0448157,tt2006174,tt0338111
nm1379002	David Robert Mitchell	1974	\N	writer,director,producer	tt3235888,tt1174042,tt5691670,tt2064767
nm1393443	Jamie Delano	1954	\N	writer	tt2494376,tt0360486,tt1071873,tt5419200
nm1397579	Ben Coccio	1975	\N	writer,director,producer	tt0365960,tt0872275,tt1546032,tt1817273
nm1398578	Blake Masters	\N	\N	writer,producer,director	tt4520992,tt0457229,tt1657081,tt1272878
nm1399714	Scott Beck	1984	\N	writer,producer,director	tt8332922,tt6535880,tt2236160,tt6644200
nm1410028	Pierre Bismuth	1953	\N	actor,writer,director	tt0338013,tt6539470,tt2644044,tt0393371
nm1410815	Asghar Farhadi	1972	\N	writer,director,producer	tt1832382,tt2404461,tt1360860,tt5186714
nm1411347	Don Heck	1929	1995	writer,art_department,miscellaneous	tt4154756,tt0371746,tt4154796,tt1300854
nm1415801	Jerusha Hess	1980	\N	writer,producer,director	tt0457510,tt1161418,tt0374900,tt1985019
nm1417242	Sheldon Turner	\N	\N	writer,producer,director	tt1270798,tt0398165,tt0420294,tt1193138
nm1421629	Bert V. Royal	1977	\N	writer,producer,director	tt4144890,tt2005142,tt2245084,tt1282140
nm1429471	Jaume Collet-Serra	1974	\N	director,producer	tt4052882,tt1401152,tt0397065,tt1148204
nm1429512	Jason Smilovic	\N	\N	writer,producer,director	tt6510950,tt0425210,tt1217239,tt2005151
nm1434301	Julius Aguimatang	\N	\N	art_department,animation_department,writer	tt0120762,tt4549142,tt0436339,tt0271263
nm1436466	Art Marcum	\N	\N	writer	tt3371366,tt0450314,tt2283336,tt0371746
nm1436760	Fabian Nicieza	1961	\N	writer,miscellaneous	tt5444416,tt2269724,tt3053198,tt6263850
nm1438698	Jack Paglen	\N	\N	writer,actor,producer	tt2209764,tt5024734,tt2316204
nm1440919	Max Borenstein	\N	\N	writer,producer,director	tt3741700,tt2708480,tt3731562,tt0831387
nm1443502	Jordan Peele	1979	\N	actor,writer,producer	tt6857112,tt4139124,tt7349662,tt5052448
nm1455356	Grant Nieporte	\N	\N	miscellaneous,writer,producer	tt8632986,tt10922288,tt10091326,tt0814314
nm1456816	Bryan Woods	1984	\N	producer,writer,director	tt6535880,tt2236160,tt1841844,tt6644200
nm1461392	Joachim Rønning	1972	\N	director,producer,writer	tt1790809,tt1029235,tt1613750
nm1462097	Bob Fisher	\N	\N	writer,producer,director	tt0396269,tt3205334,tt1723121,tt1563742
nm1467010	Dan Brown	1964	\N	writer,producer,actor	tt0808151,tt3062096,tt1422137,tt0382625
nm1469874	Charles Segars	1963	\N	producer,writer,executive	tt0368891,tt0465234,tt9700914,tt1512219
nm1471001	Jordan Roberts	\N	\N	writer,director,actor	tt0384810,tt1772271,tt2245084,tt4882548
nm1480980	Emma Donoghue	\N	\N	writer,producer,director	tt0385950,tt9288822,tt3170832,tt1541820
nm1481172	Nicolás Giacobone	\N	\N	writer,producer,editorial_department	tt1663202,tt1164999,tt2125500,tt2562232
nm1486009	Peter Briggs	1965	\N	writer,director,producer	tt0167190,tt0448474,tt1381833,tt1596576
nm1486235	Emily Cook	\N	\N	writer,producer,soundtrack	tt0227538,tt0377981,tt5212822,tt0382932
nm1490123	James Wan	1977	\N	producer,writer,director	tt0387564,tt3065204,tt2820852,tt1477834
nm1496753	Christopher Roach	1979	\N	producer,writer,actor	tt4171176,tt2024469,tt0835438,tt6772950
nm1503575	Barry Jenkins	1979	\N	director,producer,writer	tt1133989,tt4975722,tt0385108,tt7125860
nm1510800	Drew Pearce	1975	\N	producer,writer,script_department	tt5834262,tt1300854,tt6806448,tt2381249
nm1511627	Anonymous	\N	\N	writer	tt0218589,tt0120762,tt0064452
nm1512910	Duncan Jones	1971	\N	director,writer,producer	tt1182345,tt0945513,tt0803096,tt1464763
nm1556427	Steven Grant	1953	\N	writer	tt4681442,tt1272878,tt1877832,tt0112175
nm1557594	Dan Fogelman	\N	\N	writer,producer,director	tt5989218,tt5555260,tt0398286,tt0317219
nm1557909	Robert Siegel	\N	\N	writer,actor,director	tt4276820,tt1125849,tt1228953,tt1860353
nm1560977	Cary Joji Fukunaga	1977	\N	producer,director,writer	tt1365050,tt1127715,tt1396484,tt5580146
nm1577281	Rosalind Wiseman	1969	\N	writer,actress	tt1658849,tt0377092,tt0476012,tt0399546
nm1578335	Michael Arndt	1965	\N	writer,miscellaneous,producer	tt2488496,tt1951264,tt0435761,tt0449059
nm1583671	Vince Locke	\N	\N	art_department,writer	tt0399146,tt0297494
nm1590998	Zach Helm	1975	\N	writer,director,actor	tt0457419,tt6053506,tt1418349,tt0420223
nm1591737	Steve Epting	1963	\N	writer,producer	tt7543820,tt0403682
nm1600872	Lee Sternthal	\N	\N	writer,director,actor	tt2553896,tt1104001,tt1840417,tt4949854
nm1601644	Jennifer Lee	1971	\N	writer,miscellaneous,producer	tt2294629,tt1772341,tt2948356,tt4520988
nm1601882	Phil Johnston	1971	\N	writer,producer,actor	tt1772341,tt3381008,tt2948356,tt5848272
nm1615610	Allan Loeb	1969	\N	writer,producer,actor	tt0469623,tt4682786,tt0889573,tt3922818
nm1618286	Ben Ripley	\N	\N	writer,producer	tt3302706,tt0945513,tt1052345,tt2039338
nm1622147	John W. Richardson	\N	\N	editor,writer,editorial_department	tt7880442,tt7880472,tt2024469,tt5076620
nm1628380	Garon Tsuchiya	\N	\N	writer	tt7246942,tt0122880,tt1321511,tt0364569
nm1630273	Phyllida Lloyd	1957	\N	director,miscellaneous,assistant_director	tt1007029,tt0795421,tt0273631,tt6911608
nm1631852	J.G. Jones	\N	\N	writer,art_department,producer	tt1262421,tt0493464,tt1308172
nm1638756	David Guggenheim	\N	\N	writer,producer,miscellaneous	tt2990140,tt1656186,tt5296406,tt1599348
nm1650283	Espen Sandberg	1971	\N	director,producer,executive	tt1613750,tt1029235,tt1790809,tt0416496
nm1661186	Peter Straughan	\N	\N	writer,director,script_department	tt1226753,tt1340800,tt1758810,tt1605717
nm1672425	Will Reiser	\N	\N	producer,writer,actor	tt1986042,tt2304533,tt1549170,tt1306980
nm1674631	Yann Martel	1963	\N	writer	tt5944314,tt0435181,tt1756864,tt0454876
nm1676193	Lee Child	1954	\N	writer,producer,actor	tt0790724,tt9288030,tt3393786,tt10168574
nm1676793	Mark Boal	1973	\N	producer,writer,director	tt0887912,tt5390504,tt1488606,tt1790885
nm1694619	John Ostrander	1949	\N	writer,miscellaneous	tt4759674,tt1641384,tt8050266,tt6334354
nm1698571	Evan Goldberg	\N	\N	producer,writer,director	tt1700841,tt0990407,tt1245492,tt0829482
nm1703612	Joby Harold	\N	\N	producer,writer,director	tt1972591,tt1631867,tt6146586
nm1706767	Jonah Hill	1983	\N	actor,producer,writer	tt1210166,tt0993846,tt2294449,tt1232829
nm1709264	Dave Callaham	1977	\N	writer,producer	tt9376612,tt7126948,tt6682754,tt0831387
nm1720541	David Slade	1969	\N	producer,director,writer	tt0424136,tt7349910,tt1325004,tt0389722
nm1729171	Noam Murro	1961	\N	director,producer	tt5670764,tt0858479,tt1253863
nm1729294	Luke Davies	1962	\N	writer,producer,actor	tt5056196,tt3741834,tt2948840,tt0424880
nm1729428	Gary Whitta	\N	\N	writer,producer,actor	tt2006890,tt1815862,tt3748528,tt1037705
nm1731154	Farhad Safinia	1975	\N	writer,producer,miscellaneous	tt1833285,tt3121000,tt5932728,tt0472043
nm1732981	Martin McDonagh	1970	\N	writer,director,producer	tt0780536,tt1931533,tt5027774,tt0425458
nm1733301	Dave Gibbons	1949	\N	writer,art_department,producer	tt2802144,tt7049682,tt0409459,tt4649466
nm1737008	Aron Ralston	1975	\N	actor,writer	tt1430587,tt0358316,tt1542344,tt0096697
nm1738737	Yukito Kishiro	1967	\N	writer	tt0107061,tt0437086
nm1740772	Christopher Buckley	1952	\N	writer,actor	tt1482450,tt0427944,tt1230115,tt0979433
nm1749087	Paul Lovett	\N	\N	writer	tt1046173,tt1584920,tt0430105
nm1754239	Annie Mumolo	1973	\N	actress,writer,producer	tt4651520,tt1758830,tt2446980,tt1478338
nm1754499	Cecelia Ahern	1981	\N	writer,producer	tt0431308,tt0898332,tt5161742,tt1638002
nm1755986	Christopher Ford	\N	\N	writer,actor,producer	tt3813310,tt1990314,tt3528906,tt2250912
nm1767754	Katie Dippold	\N	\N	writer,producer,miscellaneous	tt2404463,tt1266020,tt1289401
nm1783265	Tim Miller	1964	\N	director,writer,visual_effects	tt0425410,tt1431045,tt9561862,tt6450804
nm1789517	Patrick Carr	\N	\N	writer,producer	tt0846678,tt0837128,tt0846692,tt0358273
nm1791910	Bill Parker	1899	1963	writer	tt1696202,tt0448115,tt1701223
nm1793079	Fede Alvarez	1978	\N	director,writer,producer	tt1288558,tt0759954,tt4160708,tt5177088
nm1793993	Christopher Priest	1943	\N	writer	tt2145943,tt1754713,tt0482571,tt5715862
nm1802251	Michele Mulroney	\N	\N	writer,producer,director	tt3717490,tt0835457,tt0437405,tt1515091
nm1802857	Josh Singer	\N	\N	producer,writer,miscellaneous	tt1213641,tt1895587,tt0200276,tt6294822
nm1803036	C. Robert Cargill	1975	\N	writer,actor,producer	tt2752772,tt1922777,tt2553896,tt1211837
nm1817726	Jade Raymond	\N	\N	producer,writer,production_manager	tt2399780,tt0462423,tt0932936,tt1201133
nm1837748	Josh Boone	1979	\N	writer,director,producer	tt2582846,tt4682266,tt1831804
nm1841035	Steven Millhauser	1943	\N	writer,actor	tt0892793,tt0443543,tt1015471
nm1844237	Chris Miller	1968	\N	actor,animation_department,producer	tt0448694,tt0413267,tt1277953,tt1911658
nm1850798	Stevie Wermers	1966	\N	writer,director,animation_department	tt0120855,tt2245084,tt0780521,tt1474311
nm1853544	Pierre Coffin	1967	\N	actor,director,writer	tt3469046,tt1323594,tt1690953,tt2293640
